질문,답변
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['차량', '중계', '시스템', '겟', '차', '서비스', '전반', '프론트', '엔드', '개발', '운영', '안정', '품질', '향상', '기여', '플랫폼', '이해', '역량', '바탕', '동료', '간', '성장', '팀', '필요', '업무', '우선', '생각', '자율', '책임', '협업', '결과물', 'SEO', '최적화', '유입', '성과', '경력', '최소', '이상', 'React', 'TypeScript', 'HTML', 'CSS', 'REST', 'OAuth', '기술', '프로토콜', '성능', '최적', '방법', '언어', '프레임', '워크', 'ES6', '웹 표준', '접근성', 'SSR', '상태', '관리', '이해도', '경험']","{'언어': ['TypeScript'], '프레임워크': ['React'], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['콜로세움', '풀필먼트', '관리', '솔루션', 'colo', '신규', '화면', '개발', '제품', '때', '개선', '고도', '반복', '웹', '요소', '모듈', '커리어', '스테이지', '조직', '개인', '성장', '중단', '기적', '그림', '속', '채용', '진행', '맥락', '해당', '준비', '마음', '목적', '이직', '결정', '고민', '결국', '연차', '빌드업', '탄력', '패스', '아래', '정리', '실무', '관리자', '발전', '지금', '지식', '경험', '프로젝트', '전체', '담당', '위', '유형', '희망', '당장', '도달', '단계', '힘', '구성원', '만족도', '선순환', '믿음', '공감', '주저', '지원', '공통', '역량', '책임감', '약속', '중요', '소속', '타', '팀원', '신뢰', '초기', '버전', '지속', '효율', '서비스', '가능', '필요', '관심', '도전', '정신', 'Slack', 'Confluence', 'Google', 'WorkSpace', '협업', '도구', '기반', '커뮤니케이션', '원활', '성실', '문제', '해결', '과정', '직무', 'ReactJS', '프론트', '엔드', '경력', 'HTML', 'CSS', 'JavaScript', '웹 표준', '기술', '이해', '분', '적극', '주도', '파악', '해결책', '제시', '동료', '소통', '사용', '스택', 'React', 'Nextjs', 'Typescript', 'Storybook', 'emotion', 'javascript', 'jquery', 'html', 'jsp']","{'언어': ['JavaScript', 'javascript', 'Typescript'], '프레임워크': ['React'], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['엔드', '유니티', '개발자', '협업', '제니코그', '안드로이드', 'Android', '애플리케이션', '개발', '운영', '기획자', '디자이너', '재활', '치료사', '제품', '방향', '논의', '기술', '검토', '학력', '네이티브', '앱', '경력', '이상', 'Kotlin', '경험', '아래', '요건', '경우', '지원', '가능', 'Java', 'App', '기본', '이해', 'jetpack', 'compose', '사용', '모바일', '서비스', '관심', '백', '그라운드', '작업', '문제', '해결', '적극', '자세']","{'언어': ['Java'], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['클라우드', '온프레미스', '환경', '네트워크', '인프라', '자원', '관리', '개발', '테스트', '구성', '운영', '다양', 'SQL', 'DB', '데이터', '소스', 'Infra', 'as', 'a', 'Code', 'IaC', '적용', 'Terraform', '활용', '코드', '표현', '자동', '도입', '효율', '극대', 'CI', 'CD', '파이프라인', '구축', '지원', 'Jenkins', 'GitHub Actions', 'Nexus', 'Harbor', '배포', '시스템', '패키징', '빌드', '프로세스', '최적', '개선', '기술', '도구', '증대', '문제', '해결', '타', '팀', '고객사', '제공', '관련', '기본', '컴퓨터', '공학', '지식', 'Linux', 'Unix', 'DevOps', '엔지니어', '유사', '역할', '이해', '능력', '커뮤니케이션', 'Docker', 'Kubernetes']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': ['Docker', 'Jenkins', 'Kubernetes']}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['용량', '금융', '트랜잭션', '플랫폼', '개발', '개인', '기업', '송금', '제휴사', '연동', '계정', '관련', '기능', 'Spring', 'Java', 'Kotlin', '기반', '서비스', '튜닝', '운영', '경험', '실시간', '분산', '동기', '처리', '빌드', '배포', '모니터링', '시스템', '구축', '동료', '토론', '협업', '시너지', '필요', '다양', '프로그래밍', '언어', '프레임', '워크']","{'언어': ['Java'], '프레임워크': ['Spring'], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['해이', '딜러', '고객', '앱', '헤이딜러', '안드로이드', '서비스', '개발', '사용성', '기분', '경험', '제공', '지속', '노력', '기술', '제안', '적용', '기회', '코드', '설계', '심미', 'UI', '완성도', 'dp', '단위', '디테일', '중요', '생각', '의견', '적극', '안드로이드 개발', '경력', '이상', '분', 'Compose', '클린', '아키텍처', 'MVVM', '사용']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['Android', 'iOS', '플랫폼', 'Navigation', 'SDK', '핵심', '기능', '개발', '성능', '향상', '참여', '안정', '확장', '유지', '보수', '고려', '아키텍처', '설계', '지속', '개선', '기반', '모바일', '분야', '예', '차량', '내비게이션', '확대', '적용', '티맵', '기술', '경쟁력', '강화', '다양', '버전', '기기', '네트워크', '환경', '호환', '확보', '최적', '사용', '발생', '문제', '분석', '해결', '방안', '제시', '원활', '경험', '제공', '위치', '동향', '학습', '서비스', '혁신', '앱', '경력', '이상', '보유', '배포', '써드파티', '라이브러리', '연동', 'Java', 'Kotlin', 'Objective', 'C', 'Swift', '깊이', '이해', '능력', 'HTTP', 'RESTful', 'API', 'JSON', '네트워크 통신', '데이터', '처리', '이해도', 'GPS', '지도', '상황', '논리', '사고', '개발자', '디자이너', '제품', '관리자', '효과', '협업', '소통']","{'언어': ['Java'], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['크리에이트립의', '쇼핑', '서비스', '강화', '글로벌', '전자', '상거래', '시스템', '핵심', '로직', '설계', '개발', '다양', '데이터', '소스', '통합', '확장', '유지', '보수', '고려', '백', '앤드', '아키텍처', '구축', '세계', '접속', '유저', 'API', '운영', '성능', '지속', '최적', 'TypeScript', '서버', '애플리케이션', '이상', '경험', 'RDBMS', 'NoSQL', '기반', 'AWS', 'Linux', '환경', '컨테이너', '인프라']","{'언어': ['TypeScript'], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['인프라', '보안', '설계', '구축', '운영', '정책', '수립', '관련', '절차', '관리', '네트워크 보안', '솔루션', 'F', 'W', 'VPN', 'DDoS', 'IPS', '취약점 스캐닝', '프로세스', '자동', '실현', '사내', '도입', '내부', '외부', '감사', '지원', '정보', '경험', '이상', '보유', 'Jenkins', 'Docker', 'Kubernetes', '도구', '이해', '클라우드', '플랫폼', '기능', '이해도', 'Python', 'Bash', '스크립', '팅', '능력']","{'언어': ['Python'], '프레임워크': [], '라이브러리': [], '툴': ['Docker', 'Jenkins', 'Kubernetes']}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['입사', '후', '담당', '업무', '자사', '클라우드', '솔루션', '구축', '운영', '마이그레이션', '모니터링', '유지', '관리', '기술', '지원', '고객', '응대', '장애', '조치', '이슈', '팀원', '효율', '커뮤니케이션', '가능', '분', '파견', '출장', '수행', 'OSS', 'Open', 'Source', 'Software', '관심', '의지', 'IaaS', 'PaaS', '클라우드 컴퓨팅', '서비스', 'VPC', 'VPN', 'DirectConnect', '네트워크', '경험자', 'IT', '서버', '방화벽', 'H', 'W', 'S', 'Java', 'JavaScript', '소스', '개발']","{'언어': ['JavaScript', 'Java'], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['용량', '데이터', '벡터', '임베딩', '활용', 'Retrieval', 'Augmented', 'Generation', 'RAG', '중점', '검색', '엔진', '설계', '개발', 'Java', 'Springboot', 'node', 'python', '이용', '최신', '웹', '프레임', '워크', '적용', 'API 개발', '의사소통', '협업', '능력', '직무', '호기심', '열정', '바탕', '주도', '연구', '생성', 'AI', 'LLM', '데이터베이스', '개념', '이해', 'ML', '시스템', '분야', '이상', '업무', '경험', 'backend', 'API', '서비스', '경력']","{'언어': ['Java', 'python'], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['프로그래머스', 'B', 'C', '서비스', '개발', '운영', '확장', '보안', '성능', '평가', '데이터베이스', '설계', '최적화', '모니터링', '트러블', '슈팅', '내부', '팀', '백', '오피스', 'admin', '기능', '이상', 'Backend', '경력', '실력', '웹', '경험', 'RDBMS', '이용', '코드', '리뷰', '동료', '피드백', '긍정', '커뮤니케이션', '제품', '중심', '문제', '사고', '해결']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['빗썸', 'App', 'Android', '개발', '이상', '안드로이드', '네이티브', '경력', '보유', 'Kotlin', 'Java', '사용', 'UI', 'UX', '가이드라인', '이해도', 'MVP', 'MVVM', '디자인', '패턴', '적용', '경험', 'DI', '라이브러리', 'Dagger', 'Hilt', 'Koin', '활용', '능력', 'Jetpack', 'ViewModel', 'LiveData', 'Room', 'Navigation', 'Component', 'Paging', 'DataBinding', '가능', '오픈', '소스', 'Retrofit', 'Glide', 'Lottie', 'HTTP', 'HTTPS', '네트워크 통신', 'RESTful', 'API', '기본', '지식']","{'언어': ['Java'], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['SwiftUI', '기반', '토글보험', '서비스', '신규', '기능', '개발', '유지', '보수', '리팩토링', '아키텍처', '개선', '이상', 'iOS', '앱', '경험', '주요', '컴퍼넌트', '이해도', 'HIG', '이해', '다양', 'UI', 'UX', '경험자', 'RESTFUL', 'API', '기본', '원활', '커뮤니케이션', '능력', '책임감']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['해외', '상품', '소싱', '페이지', '편집', '자동', '주문', '관리', '다양', '핵심', '기능', '고객', '문제', '해결', '과정', 'Pain', 'Point', '이해', '대안', '가설', '도출', '기술', '구현', '제품', '성장', '청산', '부채', '레거시', '코드', '환경', '조성', '안정', '기여', '결제', 'B', 'Affiliate', '대시보드', '운영', '지원', '백', '오피스', '보유', '지속', '유지', '보수', '고도', '효율', '병역', '특례', '대상자', '전문연구요원', '신규', '편입', '전직', '가능', '산업기능요원', '해당', '경우', '자녀', '복무', '기간', '이내', 'Typescript', '기반', 'React', '서비스', '개발', '경험', '이상', 'HTML', 'CSS', 'Javascript', 'Git', '버전', '시스템', '이용', '구조', '추상', '가치', '깊이']","{'언어': ['Typescript', 'Javascript'], '프레임워크': ['React'], '라이브러리': [], '툴': ['Git']}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['팀', '경험', '프론트', '엔드', '팀원', '아너드', '개발', '사용', '극대', '포지션', '고객', '군', '특징', '염두', '여행', '예약', '결제', '압도', '편리', '목표', '앱', 'Weekly', '오프라인', 'Daily', 'solution', '성향', '스타일', '심도', '탐구', '자기', '주도', '창의', '생각', '실행', '중요', '일차', '솔루션', '일상', '흥미', '서비스', '액티브', '시니어', '유저', '데일리', '라이프스타일', '변화', '포페런츠', '앞', '일', '아너', '드', '자사', '커머스', '웹', '처음', '배포', '진행', '백', '오피스', '토론', '연구', '사용성', '개선', '작업', '실무', '이상', '실력', 'React', 'Native', '시스템', '전반', '이해', 'Redux', 'Zustand', 'query', '전역', '상태', '관리', '최신', '라이브러리', '동향', '관심', 'Android', 'iOS', '스토어', 'HTML', 'CSS', 'Javascript', '생태계']","{'언어': ['Javascript'], '프레임워크': ['React'], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['단위', '파트', '인원', '관리', '프로젝트', 'PL', '역할', '수행', '온라인', '판매자', '상품', '물류', '창고', '출고', '시스템', '운영', '설계', '개발', '외부', '연동', '기능', '강화', 'AWS', '이용', '서버', 'DB', '각종', '로봇', '보조', '장비', '콘솔', '프로그래밍', '배치', '스케줄', '잡', '구성', '급', '이상', '경험', '서비스', 'REST API', '통합', '다양', '사용', '웹', '바탕', '기술', '성장', '갈구', '성실', '고민', '문제', '해결', '과정', '비즈니스', '요구', '사항', '정확', '이해', '데이터', '모델', 'API', '실무', '경력', 'Confluence', 'JIRA', 'Slack', '협업', '도구', '기반', '커뮤니케이션', '원활', '해외', '출장', '결격', '사유', '스택', 'Java', 'Gradle', 'Kotlin', 'Spring Boot', 'Spring Batch', 'MySQL', 'JPA', 'Mybatis', 'Querydsl', 'RDS', 'Git', 'Jenkins', 'Harness', 'ECS', 'Docker', 'Datadog']","{'언어': ['Java'], '프레임워크': [], '라이브러리': [], '툴': ['Docker', 'Git', 'Jenkins']}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['LLM', '모델', '커스터마이', '징', '규모', '데이터', '관리', '전처리', '후', '처리', '학습', '과정', '결과', '정량', '분석', '서비스', '프롬프트', '엔지니어링', 'RAG', '연구', '최신', 'NLP', '사용', '공부', '경험', 'Production', '개발', 'Model', 'serving', 'finetuning', '답변', '유도', 'Prompt', 'engineering', '수행', '논문', '이해', '능력', '가능', '독립', '실험', '설계', '강력', '문제', '해결', '비판', '사고']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['유저', '쿼리', '분석', '모델링', '의도', 'ML', 'AI', '기술', '활용', '사용자', '분류', '사용', '패턴', '요구', '사항', '개선', '점', '신규', '기능', '제안', '니즈', '발견', '기존', '충족', '탐지', '실행', '가능', '인사이트', '도출', '최적화', '향상', '모델', '개발', '행동', '데이터', '기반', '예측', '제품', '적용', '경험', 'UX', '수익', '유료', '구독', '전환', '적정', '지불', '가격', '최적', '테스트', '운영', 'Search', '품질', '평가', '지표', '설계', '명시', '암묵', '피드백', '성능', '측정', '주요', '엔지니어링', '팀', '이상', 'Data', 'Scientist', '관련', '업무', '프로덕트', '성장', '환경', '성과', '그로쓰', '조직', '협업']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['최고', '금융', '경험', '제공', '제품', '사용', '여정', '개발', '개선', '도메인', 'e.g.', '대출', '투자', '독립', 'Lean', 'Microservice', '아키텍처로', '서비스', '매출', '직결', '기능', '기초', '코어', '전체', '흐름', '사람', '프로세스', '설계', '자동', '역할', 'AWS', '클라우드', '환경', '다양', '활용', '아키텍처', '기준', '정확', '확장', '요구', '구축', '테스트', '배포', '담당', 'Python', 'Web', 'Framework', 'Django', 'FastAPI', '이용', 'Application', '운영', '이상', '여신', '상환', '관심', '해당', '시장', '문제', '해결', '유저', '기술', '기반', '해결책', '제시', '고객', '오너', '적합', '고민', 'RDBMS', 'Transaction', '이해', 'REST API', '디자인']","{'언어': ['Python'], '프레임워크': ['FastAPI', 'Django'], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['금융사', 'IT', '처리', '시스템', 'application', '개발', 'architecture', '설계', '금융', '백', '오피스', '청구', '입금', '회계', '채권', '업무', 'Business', 'Architect', '글로벌', '계', '지원', '신규', '수정', '요건', 'Interface', '기타', '채널', '대외', 'API', 'SI', '프로젝트 관리', 'PM', 'Linux', '환경', 'Java', 'Spring', 'Framwork', '기반', '역량', 'Oracle', 'Ms', 'sql', 'My', 'DBMS', '활용', '경험', '데이터', '모델', '근거', '단독', '어플리케이션', '규모', '트래픽', '분산', '서비스', '운영', '적극', '커뮤니케이션', '보유']","{'언어': ['Java'], '프레임워크': ['Spring'], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['웹', '백', '앤드', 'REST', 'API 개발', '최적화', 'DB', '설계', '운영', '파일', '서버', '데이터', '관리', 'Django', 'Python', '기반', '실무', '개발', '경력', '이상', 'framework', '능력', 'Docker', 'Git', 'CI', 'CD', '경험', 'PostgreSQL', 'Gunicorn', 'nginx', 'celery', 'AWS', '사용', '선호', '보유', '스택']","{'언어': ['Python'], '프레임워크': ['Django'], '라이브러리': [], '툴': ['Git', 'Docker']}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['D', 'C', '서비스', '플랫폼', '품질 관리', '별', '테스트', '환경', '구축', '수행', '프로젝트', '일정', '관리', '리스크', '분석', '지속', '릴리즈', '프로세스', '점검', '개선', '활동', '학력', '전공', '이하', 'QA', '업무', '경력', '개발', '보유', '커머스', '커뮤니티', '소프트웨어', '테스팅', '이해', '수명', '주기', '전략', '수립', '경험', '원활', '커뮤니케이션', '협업', '역량']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['AWS', '기반', '클라우드', '인프라', '구축', '운영', '시스템', '어플리케이션', '성능', '모니터링', '최적화', '개발', '환경', 'DevOps', '프로세스', '자동', '서비스', '장애', '시', '원인', '분석', '시정', '예방', '조치', '가용', '아키텍처', '설계', '적용', '정보', '보안', '솔루션', '관련', '업무', '최소', '이상', '전담', '실력', '이해', '네트워크', '데이터베이스', '지식', '보유', '스크립트', '코딩', '역량', 'Shell', 'script', 'Python']","{'언어': ['Python'], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['백오피스', '개발', '3D', '웹', '기반', '소프트웨어 개발', 'React', '사용', '프론트', '엔드', 'Typescript', 'Canvas', 'or', 'WebGL', '이용', '프로젝트', '경험', '웹 개발', '경력', '이상']","{'언어': ['Typescript'], '프레임워크': ['React'], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['주요', '업무', '애드', '컨트롤', '서버', '개발', '담당', '광고주', '퍼블리셔', '콘솔', '서비스', '백엔드 개발', '운영', '광고', '송출', '데이터', '수집', '관리자', '대시보드', '모니터링', '환경', '구축', '기술', '스택', 'AWS', 'Terraform', 'AppSync', 'Lambda', 'DynamoDB', 'ElasticCache', 'SQS', 'and', 'etc', 'Node.js', '컴퓨터', '공학', '관련', '전공', '학부', '졸업', '이상', '경력', '자신감', '언어', '거부감']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['리디', '웹', '소설', '자유', '연재', '플랫폼', '디리토', '서비스', '백엔드 개발', '담당', '데이터베이스', '스토리지', '포함', '백', '앤드', '아키텍쳐', '설계', '개발', '유저', '오피스', '사용', '다양', 'API', '포인트', '운영', '경력', '이상', '경험', 'Node.js', 'NestJS', 'Next.js', 'TypeScript', 'MySQL', '기반', '서버', '가능', '코드', '시스템', '품질', '원인', '파악', '해결', '테스팅']","{'언어': ['TypeScript'], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['합류', '업무', '토스', '플레이스', '오프라인', '결제', '시장', '디지털', '혁신', '매장', '운영', '필요', '다양', '문제', '해결', '초창기', '멤버', 'B', '도전', '처음', '고민', '개발', '기본', 'POS', 'Point', 'Of', 'Sales', '웹 기술', '이용', '단일', '소스', '코드', 'Windows', 'macOS', 'Android', 'iOS', '플랫폼', '지원', '고객', '키오스크', '단말기', '사용', '웹뷰', '사장', '대시보드', '홈페이지', '데스크탑', '웹', '페이지', '테이블', '오더', '픽업', '모바일', '환경', '대응', '독특', '프론트', '엔드', '경험', '담당', '서비스', '소개', '주문', '제품', '컨트롤', '타워', '역할', '내일', '샵', '업종', '예약', '관리', '포인트', '스탬프', '쿠폰', 'CRM', '기능', '제공', '시', '영수증', '프린터', '안정', '통신', '원활', '지역', '네트워크', 'F', '플러그인', '포스', '파트너사', '확장', '프로그램', 'SDK', '개발자', '센터', '인건비', '동선', '효율', 'QR', '방문', '전', '시간', '파트너스', '설치', 'VAN', '대리점', 'B2B', '교환', '반품', '가맹점', '유용', '프랜차이즈', '상품', '화면', '매출', 'React', 'SPA', '프레임', '워크', 'Electron', '앱', 'TypeScript', 'Flow', 'JavaScript', '정적', '타입', '분석', '주도', '발견']","{'언어': ['JavaScript', 'TypeScript'], '프레임워크': ['React'], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['준비', '차세대', '안드로이드', '기반', 'AI', '기기', '탑재', 'Launcher', 'App', '개발', 'Crash', 'monitoring', '버그', '수정', '품질', '개선', '작업', '이상', 'Kotlin', 'Android', '경력', '보유', '전반', '플랫폼', '생태', '이해', 'Restful API', 'Web Socket', '네트워크', '지식', '동기', '프로덕트', '로드맵', '책임감', '수행', '신규', '제품', '기획', '디자인', '커뮤니케이션', '적극']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['React', 'Native', '활용', '모바일', '웹', '애플리케이션', '개발', 'UI', 'UX', '디자인', '팀', '협업', '사용자', '친화', '인터페이스', '구현', '코드', '리뷰', '테스트', '품질', '유지', '이해', '실무', '경험']","{'언어': [], '프레임워크': ['React'], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['Databricks', '환경', 'Spark', 'SQL', 'PySpark', '활용', '데이터', '파이프라인', '설계', '구현', '서비스', '로그', '유저', '이벤트', '수집', '가공', '적재', '프로세스', '구축', '전사', '마트', '운영', '롤링', '시스템', 'ML', 'AI', '팀', '협업', '모델', '서빙', 'A', 'B', '테스트', '실험', '이상', '엔지니어링', '경험', '보유', '기반', '처리', '분석', '다음', '데이터베이스', '실무', 'Elasticsearch', 'MongoDB', 'MySQL']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': ['Elasticsearch']}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['일', '퍼블릭', '블록체인', '데이터', '수집', '가공', '서비스', '활용', 'DW', 'Mart', '테이블', '설계', '파이프라인', '개발', '운영', '실시간', '빅데이터', '플랫폼', '분산', '처리', '기술', '효율', '기반', 'Data', 'Warehouse', '구축', '분석', '구조', '자동', '안정', '환경', 'Knowledge', 'Graph', '관련', 'Job', '배치', '발굴', '주요', '스택', 'Kubernetes', 'AWS', 'EKS', 'Spark', 'Streaming', 'frameworks', 'Trino', 'Elasticsearch', 'NoSQL', 'Airflow', 'GCP', 'data', 'services', '팀원', '원', '백엔드 개발', '경험', '바탕', '엔지니어', '커리어', '전환', '희망', '이상', '유관', '경력', '보유', '분', '기본', '지식', '관심', '이해', '어플리케이션', '역량', '인프라', '다양', '오픈', '소스', '흥미']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': ['Elasticsearch', 'Kubernetes']}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['웹', '서비스', '기획', '전략', '수립', 'UI', 'UX', '개선', '사용자', '경험', '향상', '요구', '분석', '방향', '제시', '퍼블리싱', 'HTML', 'CSS', 'JS', 'React.JS', '관련', '분야', '학사', '학위', '이상', '소지자', '중심', '사고', '문제', '해결', '능력', '보유', '팀워크', '커뮤니케이션']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['변화', '비즈니스', '상황', '지속', 'QA', '프로세스', '점검', '개선', '서비스', '신규', '버전', '릴리즈', '이전', '전반', '품질 관리', '업무', '수행', '달', '이상', '계획', '수립', '단계', '개발', '팀', '협업', '최종', '책임', '테스트 자동화', 'Python', 'Playwrite', '사용', '스크립트', 'TestRail', '이용', '자동', '테스트', '목록', '관리', '장애', '대응', '와탭', 'Public', 'SaaS', '기술', '버그', '발생', '재연', '여부', '데브옵스', '전파', '품질', '문제', '해결', '고객', '관점', '지원', '제품', 'VOC', '분석', '점', '도출', '필수', '요건', '정의', '역량', '적극', '원활', '커뮤니케이션', '결과', '리포트', '작성', '관련', '경력']","{'언어': ['Python'], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['솔루션', '웹', '퍼블리싱', '프론트', '엔드', '언어', '숙련도', 'React', 'HTML', 'CSS', 'JavaScript', '기본', '이해', '반응', '디자인', '구현', '능력', '최신', '프레임', '워크', '자바스크립트', '라이브러리', '사용', '경험', '웹 표준', '관련', '규정', '준수', '다양', '디바이스', '브라우저', '호환', '보장', '크로스', '브라우징', '디버깅', '화면', '출력', '이슈', '해결', '개발자', '도구', '이용', '퍼포먼스', '최적']","{'언어': ['JavaScript'], '프레임워크': ['React'], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['제품', '개발', '커스터마이징', '프로젝트', '데이터', '파이프라인', 'Back', 'end', '담당', '환경', '기술', '스택', 'Golang', 'Kafka', 'Shell', '툴', 'JetBrain', 'GoLand', 'DataGrip', 'DB', 'PostgreSQL', 'MariaDB', 'MongoDB', 'Redis', '협업', '형상', '관리', 'Bitbucket', '프로젝트 관리', 'Confluence', 'Jira', '클라우드', 'OpenStack', 'VMware', 'K', 's', 'OpenShift', '경력', '이상', '실력', '컴퓨터', '관련', '전공자', '상응', '지식', '보유', 'Go', 'Python', 'Java', '언어', '사용', '가능', 'Git', 'Github', '활용', '소스', '경험', '공유', '문서', '작업', '거부감']","{'언어': ['Python', 'Go', 'Java'], '프레임워크': [], '라이브러리': [], '툴': ['Git']}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['MS', 'AZURE', '클라우드', '인프라', '게임', '서비스', '운영', 'Google', '콘솔', 'AWS', '안정', '다양', '기능', '접목', 'RnD', '구축', '유지', '보수', '기여', '비용', '절감', 'Azure', 'GCP', '경험', '업무', '자동', '아이디어', 'Linux', '이해', '각종', '툴', '비상', '출근', '원격', '가능']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['엔드', '시스템', '설계', '개발', 'FastAPI', 'Django', 'Pydantic', '데이터베이스', 'AWS', 'Aurora', 'DB', 'Mysql', 'MongoDB', '인프라', '관리', '유지', '보수', 'Docker', '주요', '기술', 'Python', 'Tortoise', 'ORM', 'Celery', 'MySQL', 'AuroraDB', '업무', '도구', 'Notion', 'Redmine', 'Slack', 'Github', 'action', '백엔드 개발', '경력', '이상', '역량', 'git', 'github', '활용', '협업', '가능', '분', '프레임', '워크', '사용', '경험', '클라우드', 'AWS EC2', 'RDS', 'S', 'Elastic', 'Beanstalk', '상', '서비스', '운영', 'RDBMS', 'NoSQL', '동시', '비즈니스', '로직']","{'언어': ['Python'], '프레임워크': ['FastAPI', 'Django'], '라이브러리': [], '툴': ['Docker', 'git']}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['IoT', '의료', '기기', '연동', '애플리케이션', '모바일', '웹', 'Frontend', '개발', '설계', '구현', '성능', '최적', '유지', '보수', '인공 지능', '알고리즘', 'Embedding', 'UI', 'UX', '기술', '문서', 'SRS', 'SDS', '작성', '경험', 'React Native', 'Flutter', 'Kotlin', 'Swift', '이해', 'HTML', 'JavaScript', 'RESTful', 'API', 'SQL', 'noSQL', '데이터', '통신', '저장', '관리', 'TensorFlow', 'Lite', '사용', 'Git', '버전', '시스템', 'Figma', 'Sketch', '디자인', '협업', '도구', '팀워크', '커뮤니케이션', '능력']","{'언어': ['JavaScript'], '프레임워크': [], '라이브러리': ['TensorFlow'], '툴': ['Git']}"
